mins,area,time,Arc_lenght,hullArea,radius,roundness,roundness2,compact,eccentricity,leaf
16700,16.184824184375934,2017-11-12 14:20:00,110.32590091228485,392.0,16.0,0.3050790491547377,0.404707232719652,0.7538265306122449,0.43241230034342015,3
16715,15.902530739299607,2017-11-12 14:35:00,107.15432798862456,391.5,16.0,0.3201225741533301,0.4284717530975341,0.7471264367816092,0.5128455541001895,3
16730,15.479090571685125,2017-11-12 14:50:00,109.15432798862456,391.0,16.0,0.2968973646797084,0.4123867480986359,0.7199488491048593,0.5015290658457252,3
16745,15.243846034121518,2017-11-12 15:05:00,109.74011445045471,387.5,16.0,0.2879971091927694,0.4043437674355005,0.712258064516129,0.42062452987084414,3
16760,16.137775276863213,2017-11-12 15:20:00,110.56854152679443,396.0,16.0,0.303227592631776,0.40704449722774,0.7449494949494949,0.459417271242826,3
16775,16.043677461837767,2017-11-12 15:35:00,107.9827550649643,394.5,16.0,0.317384969196518,0.42515575669958017,0.7465145754119138,0.4746643569316542,3
16790,16.420068721939536,2017-11-12 15:50:00,113.15432798862456,413.0,16.0,0.29394383180108075,0.4053382388442282,0.7251815980629541,0.5288836343988567,3
16805,16.74941107452858,2017-11-12 16:05:00,111.9827550649643,413.0,16.0,0.3081432707486455,0.4138639701437093,0.7445520581113801,0.4997865280858379,3
16820,15.714335109248724,2017-11-12 16:20:00,113.39696860313416,393.0,16.0,0.278517080586084,0.3840603953344947,0.7251908396946565,0.4539848038763298,3
17645,18.1608782999102,2017-11-13 06:05:00,129.0538227558136,475.5,17.0,0.2489900869910236,0.3587720798916113,0.694006309148265,0.6096201590378079,4
17660,17.97268266985932,2017-11-13 06:20:00,130.46803629398346,477.5,17.0,0.2410376020371693,0.35251287893644195,0.6837696335078534,0.6024420218589509,4
17675,17.87858485483388,2017-11-13 06:35:00,127.63960921764374,476.5,17.0,0.2502958410604995,0.3675376525896087,0.6810073452256034,0.4915667498833797,4
17690,17.87858485483388,2017-11-13 06:50:00,129.88224983215332,484.5,17.0,0.24135442656512746,0.36091425824322304,0.6687306501547987,0.36390140141691796,4
17705,17.643340317270273,2017-11-13 07:05:00,128.22539567947388,476.0,17.0,0.24457482224720475,0.3638050480927171,0.6722689075630253,0.3622367098476705,4
17720,17.73743813229572,2017-11-13 07:20:00,131.53910398483276,479.5,17.0,0.2331337438543009,0.3482480690907704,0.6694473409801877,0.426251162317176,4
17735,18.1608782999102,2017-11-13 07:35:00,131.88224983215332,483.0,17.0,0.2384246255412823,0.34896695192860405,0.6832298136645962,0.3812448937936821,4
17750,18.066780484884767,2017-11-13 07:50:00,129.29646337032318,485.0,17.0,0.2469289139214366,0.36456780289770696,0.677319587628866,0.3956481783002805,4
17765,17.92563376234661,2017-11-13 08:05:00,127.63960921764374,484.0,17.0,0.25106716876792784,0.3733226103953213,0.6725206611570248,0.7013966912709912,4
17780,18.01973157737204,2017-11-13 08:20:00,131.0538227558136,486.5,17.0,0.23852179939175475,0.3559535441843211,0.6700924974306269,0.7492741460466896,4
17795,18.63136737503741,2017-11-13 08:35:00,132.46803629398346,500.0,17.0,0.2424076605656379,0.35806153702457594,0.677,0.6645466843092878,4
17810,18.537269560011968,2017-11-13 08:50:00,131.88224983215332,502.0,17.0,0.24348211759821856,0.3626944303688597,0.6713147410358565,0.6979388360096861,4
17825,18.443171744986525,2017-11-13 09:05:00,129.88224983215332,498.0,17.0,0.2502934794008729,0.37097069268343663,0.6746987951807228,0.6266075608410387,4
17840,19.14890535767734,2017-11-13 09:20:00,134.71067690849304,520.5,17.0,0.2416747367060865,0.3604346717923152,0.6705091258405379,0.6932114512399661,4
17855,18.67841628255013,2017-11-13 09:35:00,136.46803629398346,514.5,17.0,0.2277307920118213,0.34716294071135423,0.6559766763848397,0.652595049105317,4
17870,18.72546519006285,2017-11-13 09:50:00,127.29646337032318,521.0,17.0,0.26948338690295603,0.4040312074142161,0.6669865642994242,0.7036918261846112,4
17885,18.49022065249925,2017-11-13 10:05:00,134.95331752300262,511.5,17.0,0.23149161147501005,0.3529298338881301,0.6559139784946236,0.6315763222215277,4
17900,19.431198802753663,2017-11-13 10:20:00,138.71067690849304,531.0,17.0,0.2305498198603302,0.34680440324599243,0.664783427495292,0.6973990203892045,4
17915,19.760541155342707,2017-11-13 10:35:00,125.88224983215332,526.0,17.0,0.29341519151359274,0.4171253803679724,0.7034220532319392,0.7182787456687911,4
17930,19.760541155342707,2017-11-13 10:50:00,125.88224983215332,529.0,17.0,0.2942082055447106,0.41950442246132585,0.7013232514177694,0.7263188765872773,4
17945,18.858256424522718,2017-11-13 11:05:00,127.53910398483276,446.5,16.0,0.22481026103017024,0.3449408300686289,0.6517357222844344,0.6517854170814442,4
17960,19.295549327120348,2017-11-13 11:20:00,124.46803629398346,448.0,16.0,0.2429355181722908,0.363389356064061,0.6685267857142857,0.6703012310806596,4
17975,19.842165455367386,2017-11-13 11:35:00,117.39696860313416,464.0,16.0,0.2872146922862482,0.4230718007010131,0.6788793103448276,0.6966921462909641,4
17990,19.40487255276976,2017-11-13 11:50:00,124.81118214130402,462.5,16.0,0.24240822256712266,0.3730908583603801,0.6497297297297298,0.7035409124213873,4
18005,19.62351900406857,2017-11-13 12:05:00,127.29646337032318,464.5,16.0,0.2361372411854681,0.3602159229249585,0.6555435952637244,0.7116194970177874,4
18020,19.78750384254268,2017-11-13 12:20:00,125.39696860313416,462.0,16.0,0.24534327819565185,0.3692136629524142,0.6645021645021645,0.6755518076423013,4
