mins,area,time,Arc_lenght,hullArea,radius,roundness,roundness2,compact,eccentricity,lNumWaSh,leaf
16700.0,10.906148014440431,2017-11-12 14:20:00,90.08326029777528,289.0,14.0,0.3220957596216219,0.4475272813973496,0.7197231833910035,0.9416609533495336,,4
16715.0,10.196805054151623,2017-11-12 14:35:00,90.18376553058624,272.5,14.0,0.29279411850049103,0.4210363973160095,0.6954128440366972,0.9472704024102356,,3
16730.0,10.817480144404332,2017-11-12 14:50:00,88.42640614509583,280.0,14.0,0.33106489731931177,0.4499911225699383,0.7357142857142858,0.9438543089419426,,3
16745.0,10.817480144404332,2017-11-12 15:05:00,91.84061968326569,286.0,14.0,0.3031828748757122,0.4260948511766766,0.7115384615384616,0.9462088885742366,,3
16760.0,10.462808664259928,2017-11-12 15:20:00,89.01219260692595,276.5,14.0,0.3116545133918635,0.4385367580297723,0.7106690777576854,0.9466635909366952,,3
16775.0,10.507142599277977,2017-11-12 15:35:00,90.42640614509584,284.0,14.0,0.3027509736509591,0.4364531802886923,0.6936619718309859,0.9458039340493882,,4
16790.0,10.68447833935018,2017-11-12 15:50:00,92.66904675960541,286.5,14.0,0.29339644656358943,0.4192423039424856,0.6998254799301921,0.9513424851535416,,4
16805.0,10.906148014440431,2017-11-12 16:05:00,93.25483322143556,293.5,14.0,0.2962245344649372,0.4241068334900441,0.6984667802385008,0.9522417620625168,,4
16820.0,10.72881227436823,2017-11-12 16:20:00,89.84061968326569,287.0,14.0,0.3152749125361484,0.4468340735697511,0.7055749128919859,0.9363087240470256,,4
17645.0,13.699185920577614,2017-11-13 06:05:00,119.39696860313416,386.5,15.0,0.22654599364095304,0.34070049238221145,0.6649417852522639,0.9625194400837579,,4
17660.0,14.231193140794225,2017-11-13 06:20:00,109.15432798862456,383.5,15.0,0.2916238768523601,0.4044765163576135,0.7209908735332464,0.9576053061061692,,4
17675.0,14.674532490974727,2017-11-13 06:35:00,106.32590091228485,394.0,16.0,0.3217957393356623,0.4379534414447355,0.7347715736040609,0.9604513192131164,,4
17690.0,14.231193140794225,2017-11-13 06:50:00,109.15432798862456,381.0,16.0,0.2926785744178298,0.4018397724439393,0.7283464566929134,0.9540572689064256,,4
17705.0,13.920855595667868,2017-11-13 07:05:00,115.49747383594513,374.5,15.0,0.2482249961943085,0.3527903646101273,0.7036048064085447,0.9486341318256456,,4
17720.0,14.585864620938628,2017-11-13 07:20:00,109.9827550649643,391.5,16.0,0.2945192854621645,0.40671710849537,0.7241379310344828,0.9526522544597644,,4
17735.0,14.319861010830323,2017-11-13 07:35:00,111.9827550649643,389.0,16.0,0.2790826045642204,0.3898137636462539,0.7159383033419023,0.951173615467125,,4
