mins,area,time,Arc_lenght,hullArea,radius,roundness,roundness2,compact,eccentricity,lNumWaSh,leaf
17950.0,28.335560960256373,2017-11-13 11:10:00,174.85281229019162,706.5,18.0,0.1759172346463644,0.2903867436393843,0.6058032554847842,0.9887564623642281,,4
17965.0,27.267355289135605,2017-11-13 11:25:00,172.85281229019162,705.0,18.0,0.1724411144938191,0.29651459931254265,0.5815602836879432,0.989339814037136,,4
17980.0,27.660904746916927,2017-11-13 11:40:00,171.19595813751218,710.5,18.0,0.1787964555348012,0.3046400039747632,0.5869106263194933,0.9879432337480336,,4
17995.0,27.60468339580532,2017-11-13 11:55:00,173.19595813751218,716.0,18.0,0.1738531065174486,0.2999489741361282,0.5796089385474861,0.9911995431291012,,4
18010.0,27.942011502475033,2017-11-13 12:10:00,172.2670258283615,720.5,18.0,0.17890903195939456,0.30509812432365396,0.5863983344899375,0.9891764104466644,,4
18025.0,27.211133938023977,2017-11-13 12:25:00,170.1248904466629,696.5,18.0,0.1773642994210392,0.3024093868953582,0.5865039483129936,0.9871108209537208,,4
18040.0,28.22311825803313,2017-11-13 12:40:00,170.36753106117246,705.0,18.0,0.18486899471086912,0.30522866808234833,0.6056737588652482,0.987187136693358,,4
18055.0,28.560446364702848,2017-11-13 12:55:00,173.78174459934237,725.0,18.0,0.1795487386350103,0.30167516920134985,0.5951724137931035,0.9873793942828132,,4
18100.0,28.89777447137257,2017-11-13 13:40:00,174.0243852138519,723.5,18.0,0.18174553833027635,0.3002120935661071,0.6053904630269523,0.9866294772058732,,4
18115.0,28.22311825803313,2017-11-13 13:55:00,174.5096664428711,723.5,18.0,0.17619710246510134,0.2985447391885265,0.590186592950933,0.9872102393142648,,4
18130.0,29.29132392915391,2017-11-13 14:10:00,173.19595813751218,725.5,18.0,0.18642080096449307,0.3039287440443589,0.6133700895933839,0.9874341655759332,,4
18145.0,28.89777447137257,2017-11-13 14:25:00,173.19595813751218,727.5,18.0,0.18348833892684926,0.3047665903408285,0.6020618556701031,0.989353295546894,,4
18160.0,29.066438524707433,2017-11-13 14:40:00,172.36753106117249,734.0,19.0,0.18652520739353007,0.31045238600193004,0.6008174386920981,0.9901197082197628,,4
18175.0,29.235102578042287,2017-11-13 14:55:00,159.53910398483274,731.0,18.0,0.2271085050250977,0.3609050373333618,0.6292749658002736,0.9887305870422121,,4
18190.0,29.347545280265532,2017-11-13 15:10:00,158.1248904466629,724.5,19.0,0.232445490852899,0.3641227202657845,0.6383712905452036,0.9878008167296762,,4
18205.0,29.17888122693067,2017-11-13 15:25:00,158.95331752300262,726.5,18.0,0.2275421039131953,0.3613318874162544,0.6297315898141775,0.9890460934310118,,4
18220.0,29.40376663137715,2017-11-13 15:40:00,174.6101716756821,730.5,19.0,0.18403153500315966,0.3010863075471628,0.6112251882272416,0.9896180265813012,,4
18235.0,28.953995822484192,2017-11-13 15:55:00,158.36753106117246,714.5,19.0,0.2274748695115109,0.35799734419818185,0.635409377186844,0.9881245097375408,,4
18250.0,28.335560960256373,2017-11-13 16:10:00,177.09545290470123,722.0,19.0,0.17128966589854108,0.289289213517536,0.5921052631578947,0.9885882639152548,,4
18265.0,29.347545280265532,2017-11-13 16:25:00,158.36753106117246,729.0,19.0,0.2314832372562072,0.36526251073544375,0.6337448559670782,0.988207570951874,,4
18280.0,29.516209333600386,2017-11-13 16:40:00,162.6101716756821,730.5,19.0,0.219323997402707,0.34716398722140296,0.6317590691307323,0.9891123185650812,,4
18295.0,29.17888122693067,2017-11-13 16:55:00,160.95331752300262,720.5,18.0,0.22192237783389,0.3494974278236454,0.6349757113115891,0.9864260138430986,,4
18310.0,30.022201493604964,2017-11-13 17:10:00,159.19595813751218,734.5,19.0,0.2345346047980392,0.3641980279580545,0.6439754935330156,0.9908125869000696,,4
18325.0,29.347545280265532,2017-11-13 17:25:00,161.19595813751218,733.0,18.0,0.2224638247724416,0.3544912686047818,0.6275579809004093,0.9912523625883553,,4
18340.0,29.40376663137715,2017-11-13 17:40:00,162.0243852138519,732.5,18.0,0.2211521037849679,0.3506361818668593,0.6307167235494879,0.9883532328218706,,4
18355.0,29.17888122693067,2017-11-13 17:55:00,160.95331752300262,716.0,18.0,0.22192237783389,0.3473145847629842,0.6389664804469274,0.9871531709938997,,4
19085.0,34.18258147586483,2017-11-14 06:05:00,171.68123936653137,851.0,19.0,0.2315069396744338,0.3628221098765068,0.6380728554641598,0.9935058124399562,,4
19100.0,35.58811525365533,2017-11-14 06:20:00,173.68123936653137,888.5,19.0,0.2357873362584273,0.3701361276777609,0.6370287000562747,0.9925455603607392,,4
19115.0,34.18258147586483,2017-11-14 06:35:00,175.33809351921082,876.0,19.0,0.22276851311268306,0.35806461924167043,0.6221461187214612,0.9921725645275992,,4
19130.0,34.74479498698103,2017-11-14 06:50:00,170.6101716756821,873.0,19.0,0.2398192758920847,0.3768896991067325,0.6363115693012601,0.9931127710968968,,4
19145.0,34.632352284757786,2017-11-14 07:05:00,174.2670258283615,879.0,19.0,0.2298600457312717,0.3637209364496631,0.6319681456200228,0.9830977428494148,,4
19160.0,34.40746688031131,2017-11-14 07:20:00,176.2670258283615,886.5,19.0,0.2230556495104493,0.35854729517862804,0.6221094190637337,0.9900002628816964,,4
19175.0,34.40746688031131,2017-11-14 07:35:00,177.92387998104095,901.0,20.0,0.21892073597209646,0.357656542358765,0.6120976692563818,0.9651241527185759,,4
19190.0,34.01391742252997,2017-11-14 07:50:00,196.5096664428711,891.0,20.0,0.16889211912708765,0.2899477420852314,0.5824915824915825,0.9777280172301192,,4
