mins,area,time,Arc_lenght,hullArea,radius,roundness,roundness2,compact,eccentricity,lNumWaSh,leaf
17950.0,8.626849507529746,2017-11-13 11:10:00,81.59797906875609,220.0,13.0,0.21704455686032234,0.41521567399366016,0.5227272727272727,0.973510924941748,,2
17965.0,10.294707078985496,2017-11-13 11:25:00,75.84061968326569,242.0,13.0,0.32006909575616616,0.5287148202934623,0.6053719008264463,0.965186427976097,,2
17980.0,10.52475639918629,2017-11-13 11:40:00,75.01219260692595,241.0,13.0,0.33611093639382605,0.5382241572818078,0.6244813278008299,0.960692935014262,,2
17995.0,10.1221700888349,2017-11-13 11:55:00,73.01219260692595,235.5,13.0,0.34063316476243943,0.5551495522598927,0.613588110403397,0.9595120271436244,,2
18010.0,10.352219409035694,2017-11-13 12:10:00,75.01219260692595,242.0,14.0,0.3294110506185338,0.5404574525402386,0.609504132231405,0.9642884167092816,,2
18025.0,10.754805719387083,2017-11-13 12:25:00,74.42640614509583,244.5,13.0,0.351631250440212,0.554669940210528,0.6339468302658486,0.9701588379898968,,2
18040.0,10.352219409035694,2017-11-13 12:40:00,75.25483322143555,241.5,13.0,0.32839972456837424,0.5358684694815025,0.6128364389233955,0.9685683865156564,,2
18055.0,10.294707078985496,2017-11-13 12:55:00,75.59797906875609,236.0,13.0,0.3210275823597494,0.5189212975130196,0.6186440677966102,0.977420142347881,,2
18100.0,10.237194748935297,2017-11-13 13:40:00,75.01219260692595,242.5,14.0,0.3249444601016723,0.541574100169454,0.6,0.9686763349681468,,2
18115.0,10.697293389336883,2017-11-13 13:55:00,74.42640614509583,241.5,14.0,0.3493626617276945,0.5478641740729755,0.6376811594202898,0.9587801404586992,,2
18130.0,10.1221700888349,2017-11-13 14:10:00,74.42640614509583,236.5,14.0,0.32667677460251954,0.5365212305103879,0.6088794926004228,0.9642502913464884,,2
18145.0,10.1221700888349,2017-11-13 14:25:00,74.76955199241637,232.5,14.0,0.3214373541661261,0.522616677228142,0.6150537634408603,0.9635089658370356,,2
18160.0,10.52475639918629,2017-11-13 14:40:00,76.42640614509583,253.5,14.0,0.3227113552817671,0.5453821904261864,0.591715976331361,0.9781898383169104,,2
18175.0,10.869830379487484,2017-11-13 14:55:00,75.84061968326569,252.0,14.0,0.3419168156030035,0.5505625401402995,0.6210317460317459,0.9732564415352404,,2
18190.0,10.927342709537678,2017-11-13 15:10:00,76.66904675960541,253.5,14.0,0.3367055654015943,0.5419356243130422,0.621301775147929,0.9665960777953052,,2
18205.0,10.352219409035694,2017-11-13 15:25:00,78.42640614509583,256.0,14.0,0.2982895861390572,0.5230283154219085,0.5703125,0.9775332912678858,,2
